
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
   
2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

2,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

3,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

4,41535

5,41535

5,41535

5,41535

5,41535

5,41535

5,41535
5,41535
4,41535
4,41535
3,41535
2,41535
2,41535
1,0
   
1,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
0,0
   
1,0
   
1,0
   
1,0
   
1,0
   
1,0
